0.401101,0.401101, 0.849952, 0.859502
0.401101,0.25785, 0.716251, 0.859502
0.18145,0.25785, 0.706701, 0.630301
0.18145,0.0859502, 0.544351, 0.630301
0.0668501,0.0859502, 0.534801, 0.525251
0.0668501,0.0859502, 0.343801, 0.515701
0.1719,0.0955002, 0.334251, 0.2483
0.1719,0.10505, 0.18145, 0.2483
0.0764001,0.10505, 0.1719, 0.14325
0.0764001,0.0668501, 0.14325, 0.14325
0.0477501,0.0668501, 0.14325, 0.12415
0.0477501,0.0477501, 0.1146, 0.12415
0.0286501,0.0477501, 0.1146, 0.10505
0.0286501,0.0191, 0.0955002, 0.10505
0.0286501,0.0191, 0.0955002, 0.0477501
0.0286501,0.0191, 0.0573001, 0.0477501
0.0382001,0.0191, 0.0573001, 0.1719
0.0477501,0.0573001, 0.1528, 0.1719
0.0477501,0.0573001, 0.1528, 0.14325
0.0477501,0, 0.1146, 0.14325
0.00955002,0, 0.1146, 0.0764001
0,0.0191, 0.0286501, 0.0859502
0.0859502,0.0286501, 0.0191, 0.0477501
0.0764001,0.0573001, 0.0382001, 0.0477501
0.0382001,0.0573001, 0.0382001, 0.0573001
0.0382001,0.0477501, 0.0382001, 0.0573001
0.0477501,0.0477501, 0.0286501, 0.0764001
0.0477501,0.10505, 0.0859502, 0.0764001
0.0955002,0.10505, 0.0859502, 0.0859502
0.10505,0.0764001, 0.0573001, 0.0764001
0.0764001,0.0764001, 0.0573001, 0.0477501
0.0764001,0.0573001, 0.0382001, 0.0477501
0.0477501,0.0573001, 0.0382001, 0.0286501
0.0477501,0.0191, 0.0477501, 0.0191
0.0573001,0.0191, 0.0477501, 0.00955002
0.0573001,0.0191, 0.0477501, 0.00955002
0.10505,0.00955002, 0.0573001, 0.0859502
0.0955002,0.0955002, 0.0955002, 0.0859502
0.0955002,0.0955002, 0.0955002, 0.0668501
0.0955002,0.0764001, 0.0477501, 0.0668501
0.0668501,0.0764001, 0.0382001, 0.0382001
0.0573001,0.0382001, 0.0573001, 0.0286501
0.0573001,0.0477501, 0.0573001, 0.0382001
0.0573001,0.0286501, 0.0382001, 0.0286501
0.10505,0.0286501, 0.0382001, 0.0955002
0.10505,0.10505, 0.0955002, 0.0955002
0.0955002,0.10505, 0.0955002, 0.0668501
0.0955002,0.0955002, 0.0668501, 0.0668501
0.0764001,0.0955002, 0.0668501, 0.0477501
0.0764001,0.0668501, 0.0477501, 0.0477501
0.0382001,0.0668501, 0.0382001, 0.0573001
0.0477501,0.0477501, 0.0573001, 0.0477501
0.0286501,0.0573001, 0.0477501, 0.0573001
0.0286501,0.10505, 0.0859502, 0.0668501
0.1146,0.0955002, 0.0859502, 0.0859502
0.10505,0.10505, 0.0573001, 0.0764001
0.0955002,0.10505, 0.0573001, 0.0477501
0.0955002,0.0859502, 0.0382001, 0.0477501
0.0668501,0.0859502, 0.0382001, 0.0286501
0.0668501,0.0573001, 0.0191, 0.0286501
0.0382001,0.0573001, 0.00955002, 0.0477501
0.0382001,0.0573001, 0.0477501, 0.0477501
0,0.0573001, 0.0477501, 0
0,0.00955002, 0.0286501, 0.00955002
0.0859502,0.0191, 0.0382001, 0.10505
0.0859502,0.10505, 0.0955002, 0.10505
0.1146,0.10505, 0.0955002, 0.0764001
0.1146,0.10505, 0.0764001, 0.0764001
0.0859502,0.10505, 0.0668501, 0.0573001
0.0859502,0.0764001, 0.0477501, 0.0573001
0.0668501,0.0764001, 0.0477501, 0.0382001
0.0573001,0.0286501, 0.0573001, 0.0286501
0.0382001,0.0382001, 0.0573001, 0.0477501
0.0477501,0.0286501, 0.0668501, 0.0382001
0.1146,0.0382001, 0.0668501, 0.0764001
0.10505,0.0955002, 0.0955002, 0.0668501
0.1528,0.0859502, 0.0955002, 0.0286501
0.1528,0.1337, 0.0573001, 0.0286501
0.334251,0.1337, 0.0477501, 0.0477501
0.334251,0.315151, 0.0477501, 0.0573001
0.382001,0.324701, 0.0573001, 0.0382001
0.382001,0.296051, 0.1337, 0.0382001
0.1528,0.305601, 0.14325, 0.276951
