0.00133969,0.0173935, 0.0794898, -0.0291166, 0.208162, 0.171846, 0.305223, -0.160614, -0.172512, 0.182736, -0.26665, -0.171472, 0.206726, 0.170582, 0.400904, -0.193666, -0.0784821, 0.150943, -0.268809, -0.17266, 0.9
0.0762478,0.0135356, 0.12133, 0.0225852, 0.359861, 0.182587, 0.307189, -0.159385, -0.168539, 0.182493, -0.117397, -0.161645, 0.446596, 0.186754, 0.305223, -0.160614, -0.172512, 0.182736, -0.0275803, -0.156287, 0.9
0.163354,-0.00652602, 0.201162, -0.0002114, 0.364917, 0.181281, 0.466736, -0.17233, -0.0099708, 0.170823, -0.112763, -0.162763, 0.359861, 0.182587, 0.554781, -0.164952, 0.0801183, 0.176926, -0.117397, -0.161645, 0.9
0.24381,0.00895513, 0.277174, 0.0125386, 0.538262, 0.178671, 0.470566, -0.171462, -0.0065508, 0.171892, 0.0606173, -0.167033, 0.615382, 0.185946, 0.466736, -0.17233, -0.0099708, 0.170823, 0.138978, -0.158707, 0.9
0.339448,-0.0114094, 0.36993, -0.00791012, 0.544142, 0.177512, 0.634854, -0.178167, 0.155861, 0.164681, 0.0658551, -0.168263, 0.538262, 0.178671, 0.720493, -0.174945, 0.24468, 0.168409, 0.0606173, -0.167033, 0.9
0.424809,0.00595418, 0.456029, 0.00819447, 0.715427, 0.176553, 0.639013, -0.1773, 0.159608, 0.165843, 0.235508, -0.168556, 0.793531, 0.182276, 0.634854, -0.178167, 0.155861, 0.164681, 0.316618, -0.164103, 0.9
0.508823,-0.01452, 0.549464, -0.0132496, 0.720803, 0.175358, 0.806143, -0.181602, 0.325304, 0.160445, 0.240265, -0.169849, 0.715427, 0.176553, 0.891767, -0.178124, 0.413774, 0.165019, 0.235508, -0.168556, 0.9
0.598326,0.00478881, 0.579741, -0.00708912, 0.890332, 0.174689, 0.810591, -0.180238, 0.329156, 0.16174, 0.409701, -0.16845, 0.883737, 0.171176, 0.806143, -0.181602, 0.325304, 0.160445, 0.406334, -0.175224, 0.5
0.684538,-0.0155681, 0.643382, -0.00585914, 0.895406, 0.173304, 0.9696, -0.179267, 0.498195, 0.15939, 0.413634, -0.169547, 0.890332, 0.174689, 0.908761, -0.173637, 0.429123, 0.16834, 0.409701, -0.16845, 0.3
0.745117,-0.000651292, 0.797642, 0.0164348, 1.04968, 0.169296, 0.973722, -0.178469, 0.500706, 0.159583, 0.5701, -0.172924, 1.11188, 0.181174, 0.9696, -0.179267, 0.498195, 0.15939, 0.628028, -0.1617, 0.9
0.831605,-0.0161662, 0.839978, -0.00703011, 1.05646, 0.168748, 1.13064, -0.18003, 0.659852, 0.158761, 0.587284, -0.17306, 1.04968, 0.169296, 1.1542, -0.180038, 0.684088, 0.158014, 0.5701, -0.172924, 0.6
0.920849,0.00123672, 0.86776, -0.0219015, 1.22427, 0.166985, 1.1382, -0.179337, 0.66912, 0.159221, 0.753851, -0.173752, 1.13141, 0.165937, 1.13064, -0.18003, 0.659852, 0.158761, 0.664081, -0.1765, 0.2
0.997207,-0.0160059, 1.02583, -0.0382617, 1.21213, 0.170286, 1.30671, -0.181068, 0.833449, 0.159559, 0.748159, -0.167542, 1.22427, 0.166985, 1.35931, -0.179497, 0.887482, 0.159061, 0.753851, -0.173752, 0.9
1.08141,0.000516743, 1.04092, -0.0173287, 1.38412, 0.166213, 1.31304, -0.180539, 0.832239, 0.151673, 0.912219, -0.174141, 1.35256, 0.167445, 1.30671, -0.181068, 0.833449, 0.159559, 0.891472, -0.171943, 0.4
1.17062,-0.0198562, 1.08603, -0.00897451, 1.39281, 0.165143, 1.48121, -0.185119, 0.999247, 0.154254, 0.913525, -0.168367, 1.38412, 0.166213, 1.37078, -0.162221, 0.891926, 0.169991, 0.912219, -0.174141, 0.1
1.25335,0.00143134, 1.24598, 0.0145605, 1.56492, 0.165736, 1.45373, -0.192118, 1.00463, 0.155451, 1.08467, -0.172622, 1.60168, 0.175804, 1.48121, -0.185119, 0.999247, 0.154254, 1.1183, -0.158037, 0.9
1.33005,-0.0165513, 1.27685, -0.0183091, 1.57063, 0.16495, 1.63784, -0.183503, 1.17196, 0.161555, 1.08967, -0.173615, 1.56492, 0.165736, 1.60124, -0.153442, 1.15527, 0.194127, 1.08467, -0.172622, 0.3
1.42085,-0.00209727, 1.32354, -0.0238149, 1.73672, 0.165162, 1.64483, -0.182964, 1.17384, 0.156194, 1.25707, -0.175533, 1.60791, 0.165273, 1.63784, -0.183503, 1.17196, 0.161555, 1.12701, -0.1743, 0.1
1.50677,-0.0143069, 1.50203, -0.0495829, 1.742, 0.164317, 1.82145, -0.179851, 1.34286, 0.158408, 1.26249, -0.176431, 1.73672, 0.165162, 1.8537, -0.167157, 1.37949, 0.172001, 1.25707, -0.175533, 0.8
1.59508,-0.00301503, 1.53416, -0.0185434, 1.91075, 0.166438, 1.82817, -0.179188, 1.34926, 0.159051, 1.4327, -0.177919, 1.87279, 0.167132, 1.82145, -0.179851, 1.34286, 0.158408, 1.39545, -0.175123, 0.4
1.68279,-0.0176429, 1.68178, -0.0404591, 1.90553, 0.169753, 2.00265, -0.180718, 1.52212, 0.158324, 1.43204, -0.167623, 1.91075, 0.166438, 2.07374, -0.164845, 1.59292, 0.173394, 1.4327, -0.177919, 0.9
1.77092,-0.00194908, 1.73825, -0.00871889, 2.08377, 0.167265, 2.00881, -0.179792, 1.52761, 0.159373, 1.60724, -0.173422, 2.11365, 0.173775, 2.00265, -0.180718, 1.52212, 0.158324, 1.64181, -0.165382, 0.7
1.86067,-0.0161355, 1.79149, -0.0185773, 2.09016, 0.166563, 2.18105, -0.182718, 1.70063, 0.159364, 1.61331, -0.174332, 2.08377, 0.167265, 2.13844, -0.149886, 1.65961, 0.189279, 1.60724, -0.173422, 0.3
1.94899,-0.000113541, 1.8391, -0.0200775, 2.26771, 0.16529, 2.16824, -0.187235, 1.69684, 0.14903, 1.78862, -0.175632, 2.13143, 0.165076, 2.18105, -0.182718, 1.70063, 0.159364, 1.65465, -0.177562, 0.1
2.03382,-0.0180231, 2.00648, -0.0453451, 2.27371, 0.164321, 2.34973, -0.185152, 1.87368, 0.154915, 1.79403, -0.176741, 2.26771, 0.16529, 2.35971, -0.166223, 1.88552, 0.170042, 1.78862, -0.175632, 0.7
2.12408,-0.0049548, 2.0434, -0.0212979, 2.4421, 0.167842, 2.35618, -0.184673, 1.88017, 0.155916, 1.96862, -0.178075, 2.37989, 0.163968, 2.34973, -0.185152, 1.87368, 0.154915, 1.9022, -0.178888, 0.3
2.21582,-0.0214056, 2.20653, -0.0464267, 2.43778, 0.169432, 2.53713, -0.184919, 2.05825, 0.156383, 1.96652, -0.169721, 2.4421, 0.167842, 2.5987, -0.169187, 2.12022, 0.171402, 1.96862, -0.178075, 0.9
2.29974,-0.00626153, 2.25905, -0.0146742, 2.61939, 0.163816, 2.54283, -0.184316, 2.06337, 0.157059, 2.14318, -0.177951, 2.62561, 0.170329, 2.53713, -0.184919, 2.05825, 0.156383, 2.15635, -0.170787, 0.6
2.40031,-0.019178, 2.29725, -0.0175441, 2.62701, 0.163526, 2.71847, -0.18626, 2.23588, 0.156687, 2.1501, -0.177948, 2.61939, 0.163816, 2.62053, -0.154121, 2.14377, 0.187254, 2.14318, -0.177951, 0.1
2.47979,0.000488912, 2.47184, 0.00669275, 2.80391, 0.164575, 2.70282, -0.191215, 2.20051, 0.148808, 2.32482, -0.176416, 2.83062, 0.179948, 2.71847, -0.18626, 2.23588, 0.156687, 2.34908, -0.161675, 0.9
2.55866,-0.0150984, 2.52405, -0.030288, 2.80933, 0.163853, 2.88204, -0.18189, 2.39404, 0.159479, 2.32977, -0.177268, 2.80391, 0.164575, 2.89971, -0.150994, 2.40074, 0.189028, 2.32482, -0.176416, 0.5
2.65394,-0.00448752, 2.56187, -0.019807, 2.96569, 0.166627, 2.88852, -0.181253, 2.40065, 0.160244, 2.49721, -0.179231, 2.87975, 0.164324, 2.88204, -0.18189, 2.39404, 0.159479, 2.40149, -0.178543, 0.2
2.74529,-0.0191381, 2.73471, -0.0483462, 2.95587, 0.167998, 3.06806, -0.183359, 2.58526, 0.158348, 2.5036, -0.180137, 2.96569, 0.166627, 3.12568, -0.166537, 2.63499, 0.174959, 2.49721, -0.179231, 0.9
2.82738,-0.00698629, 2.76615, -0.0205895, 3.1417, 0.161364, 3.07365, -0.182887, 2.59097, 0.158961, 2.67546, -0.184227, 3.09873, 0.166225, 3.06806, -0.183359, 2.58526, 0.158348, 2.64886, -0.184266, 0.4
2.91759,-0.0185065, 2.82323, -0.0120397, 3.15102, 0.16064, 3.24725, -0.184748, 2.76603, 0.156618, 2.67287, -0.175933, 3.1417, 0.161364, 3.13411, -0.163445, 2.65308, 0.178402, 2.67546, -0.184227, 0.1
3.00648,-0.00995585, 3.001, 0.0182133, 3.3347, 0.159178, 3.25404, -0.184085, 2.7723, 0.157397, 2.85522, -0.180577, 3.36172, 0.169428, 3.24725, -0.184748, 2.76603, 0.156618, 2.88021, -0.168053, 0.9
3.10264,-0.0185225, 3.02204, -0.0139109, 3.34094, 0.158858, 3.42806, -0.185072, 2.94751, 0.157642, 2.86113, -0.181138, 3.3347, 0.159178, 3.36826, -0.156003, 2.89056, 0.18548, 2.85522, -0.180577, 0.2
3.19675,-0.00591224, 3.0868, -0.0197847, 3.52045, 0.158107, 3.41721, -0.185319, 2.94117, 0.142811, 3.03995, -0.182192, 3.37578, 0.157752, 3.42806, -0.185072, 2.94751, 0.157642, 2.8959, -0.183922, 0.1
3.28158,-0.0198959, 3.26572, -0.0522932, 3.52834, 0.158055, 3.60435, -0.185676, 3.1265, 0.151124, 3.04734, -0.182356, 3.52045, 0.158107, 3.63112, -0.166994, 3.15185, 0.161136, 3.03995, -0.182192, 0.8
3.37343,-0.0111855, 3.28479, -0.0288954, 3.70452, 0.157137, 3.61069, -0.185287, 3.13282, 0.151709, 3.22433, -0.185408, 3.61698, 0.155552, 3.60435, -0.185676, 3.1265, 0.151124, 3.13913, -0.186739, 0.2
3.46334,-0.0236415, 3.45612, -0.0517536, 3.6945, 0.159362, 3.79748, -0.187124, 3.31786, 0.152584, 3.21901, -0.172705, 3.70452, 0.157137, 3.84526, -0.173909, 3.36436, 0.163087, 3.22433, -0.185408, 0.9
3.55022,-0.0140707, 3.51016, -0.0177391, 3.87472, 0.15473, 3.80222, -0.186287, 3.32273, 0.152951, 3.39608, -0.183348, 3.88141, 0.160733, 3.79748, -0.187124, 3.31786, 0.152584, 3.40813, -0.173226, 0.6
3.6471,-0.0213505, 3.551, -0.0219122, 3.88788, 0.155261, 3.98066, -0.189286, 3.49925, 0.153554, 3.40959, -0.183634, 3.87472, 0.15473, 3.8765, -0.160192, 3.39971, 0.179047, 3.39608, -0.183348, 0.1
3.75008,-0.0101877, 3.72667, 0.00422816, 4.05869, 0.165539, 3.96909, -0.190516, 3.50641, 0.15452, 3.5949, -0.184269, 4.09072, 0.171566, 3.98066, -0.189286, 3.49925, 0.153554, 3.60805, -0.167259, 0.9
3.83868,-0.0256455, 3.76033, -0.0248662, 4.05877, 0.16354, 4.15169, -0.193868, 3.69164, 0.152806, 3.60093, -0.185413, 4.05869, 0.165539, 4.09206, -0.151646, 3.63309, 0.19339, 3.5949, -0.184269, 0.2
3.92349,-0.00753894, 3.83943, -0.0283763, 4.24988, 0.159012, 4.13997, -0.189838, 3.68179, 0.144167, 3.77819, -0.186882, 4.11375, 0.166535, 4.15169, -0.193868, 3.69164, 0.152806, 3.65428, -0.183326, 0.2
4.01184,-0.0226604, 4.02401, -0.0507322, 4.23846, 0.165156, 4.34108, -0.187232, 3.86385, 0.154437, 3.78373, -0.187628, 4.24988, 0.159012, 4.36987, -0.183413, 3.90863, 0.150592, 3.77819, -0.186882, 0.9
4.12934,-0.00667689, 4.1212, -0.00259057, 4.43176, 0.1617, 4.32531, -0.190723, 3.87138, 0.155534, 3.95598, -0.179977, 4.48905, 0.169873, 4.34108, -0.187232, 3.86385, 0.154437, 4.0353, -0.183781, 0.9
4.20784,-0.0231956, 4.24117, -0.0281127, 4.43493, 0.160686, 4.52333, -0.188163, 4.05528, 0.157634, 3.95971, -0.181001, 4.43176, 0.1617, 4.58961, -0.182292, 4.13657, 0.163965, 3.95598, -0.179977, 0.9
4.30628,-0.00672537, 4.32862, -0.00217054, 4.6247, 0.161432, 4.52165, -0.188697, 4.05419, 0.156529, 4.14778, -0.182552, 4.68412, 0.164816, 4.52333, -0.188163, 4.05528, 0.157634, 4.21036, -0.177322, 0.9
4.39064,-0.0213333, 4.43509, -0.0235916, 4.62656, 0.161645, 4.71491, -0.189444, 4.24488, 0.157416, 4.15244, -0.183402, 4.6247, 0.161432, 4.77349, -0.192309, 4.30745, 0.152917, 4.14778, -0.182552, 0.9
4.49775,-0.0079869, 4.52223, -0.0015016, 4.81484, 0.162734, 4.71942, -0.188445, 4.24892, 0.158259, 4.34115, -0.184088, 4.87426, 0.165978, 4.71491, -0.189444, 4.24488, 0.157416, 4.40165, -0.179216, 0.9
4.58931,-0.0216997, 4.62861, -0.023357, 4.81837, 0.161657, 4.91007, -0.190691, 4.43926, 0.156745, 4.34582, -0.184988, 4.81484, 0.162734, 4.96886, -0.194349, 4.49984, 0.152355, 4.34115, -0.184088, 0.9
4.68815,-0.00890288, 4.72067, -0.00245177, 5.01089, 0.161036, 4.91458, -0.189677, 4.44326, 0.157548, 4.53542, -0.185554, 5.06598, 0.166258, 4.91007, -0.190691, 4.43926, 0.156745, 4.59485, -0.180514, 0.9
4.78191,-0.0226392, 4.80952, -0.0204698, 5.01339, 0.160863, 5.10894, -0.190786, 4.63328, 0.155644, 4.53969, -0.186347, 5.01089, 0.161036, 5.13979, -0.195744, 4.67044, 0.151482, 4.53542, -0.185554, 0.8
4.88329,-0.0101529, 4.85178, -0.0182674, 5.2011, 0.16192, 5.11118, -0.191073, 4.63835, 0.156331, 4.73064, -0.186854, 5.1475, 0.155718, 5.10894, -0.190786, 4.63328, 0.155644, 4.67661, -0.19225, 0.4
4.97824,-0.0243981, 4.9115, -0.0109367, 5.20623, 0.160637, 5.28677, -0.192508, 4.82834, 0.153914, 4.73509, -0.187492, 5.2011, 0.16192, 5.15272, -0.19027, 4.68202, 0.157134, 4.73064, -0.186854, 0.1
