0.292562,-0.0715065, 0.288994, -0.0705263, 0.53697, 0.0590604, 0.526597, -0.204176, 0.028553, 0.0537587, 0.0401616, -0.201928, 0.547209, 0.0452587, 0.519191, -0.215517, 0.0353794, 0.0688732, 0.03425, -0.185416, 0.1,0.0291792, 0.0205656
0.303401,-0.0705047, 0.314325, -0.0727333, 0.521785, 0.0593831, 0.561813, -0.199073, 0.062645, 0.0510707, 0.0253599, -0.198615, 0.543282, 0.0436827, 0.572663, -0.218257, 0.0896122, 0.0667132, 0.0296953, -0.183272, 0.5,0.183993, 0.208043
0.395393,-0.0770711, 0.387457, -0.0751899, 0.695054, 0.0481531, 0.55673, -0.205353, 0.0559062, 0.0520727, 0.195741, -0.206626, 0.723911, 0.0364391, 0.556594, -0.216167, 0.0720309, 0.0692906, 0.213223, -0.191683, 0.5,0.424049, 0.485778
0.540214,-0.0887754, 0.533664, -0.0849713, 0.6754, 0.0449819, 0.858614, -0.231284, 0.364912, 0.0361766, 0.175876, -0.217821, 0.705468, 0.0338229, 0.859756, -0.230188, 0.374577, 0.0552767, 0.190988, -0.193389, 0.5,0.619181, 0.550335
0.705603,-0.0985775, 0.701943, -0.0979127, 1.04841, 0.0351826, 0.855691, -0.233954, 0.359338, 0.0274697, 0.556306, -0.22324, 1.09814, 0.0169419, 0.861028, -0.235838, 0.376707, 0.0471346, 0.585316, -0.217688, 0.5,0.561056, 0.575894
0.834835,-0.0939595, 0.864921, -0.107121, 1.03426, 0.0424157, 1.14995, -0.219308, 0.641296, 0.0380775, 0.548281, -0.227269, 1.09814, 0.0169419, 1.16378, -0.252942, 0.679456, 0.0300301, 0.585316, -0.217688, 0.5,0.385119, 0.511687
0.963082,-0.101154, 1.00618, -0.115101, 1.27957, 0.0268182, 1.15484, -0.231181, 0.64318, 0.028745, 0.781422, -0.235974, 1.38054, 0.000987151, 1.16378, -0.252942, 0.679456, 0.0300301, 0.867713, -0.233643, 0.5,0.448206, 0.494864
1.11315,-0.112574, 1.09622, -0.111238, 1.2874, 0.0188673, 1.43399, -0.244825, 0.937808, 0.0104827, 0.793341, -0.251852, 1.31392, 0.00187895, 1.43163, -0.26572, 0.941432, 0.0327063, 0.794396, -0.222052, 0.4,0.499281, 0.482983
1.23008,-0.125844, 1.23463, -0.121722, 1.53069, 0.00442037, 1.41868, -0.258253, 0.921485, 0.00363223, 1.03564, -0.264029, 1.55641, -0.016488, 1.43163, -0.26572, 0.941432, 0.0327063, 1.03688, -0.240418, 0.4,0.361664, 0.427892
1.33455,-0.127153, 1.31961, -0.132734, 1.52477, 0.00142106, 1.63956, -0.253534, 1.14043, 0.00226825, 1.03108, -0.264756, 1.56232, -0.0209944, 1.61222, -0.283711, 1.13732, 0.0167639, 1.04709, -0.241, 0.1,0.464441, 0.274429
1.46934,-0.123011, 1.38619, -0.137859, 1.82397, 0.0221998, 1.59793, -0.257772, 1.09792, 0.00138351, 1.333, -0.238527, 1.66085, -0.0285782, 1.61222, -0.283711, 1.13732, 0.0167639, 1.14563, -0.248584, 0.1,0.708314, 0.105557
1.65913,-0.121057, 1.40833, -0.139562, 1.86629, 0.0219068, 1.95699, -0.247789, 1.4547, 0.0122866, 1.38261, -0.248229, 1.66085, -0.0285782, 1.64336, -0.286108, 1.16847, 0.0143667, 1.14563, -0.248584, 0.1,0.239119, 0.0550354
