0.436395,0.0720775, 0.436039, 0.0731404, 0.676861, 0.200128, 0.676396, -0.0565837, 0.175266, 0.198231, 0.181383, -0.0591058, 0.693582, 0.174282, 0.660441, -0.0802361, 0.191091, 0.229449, 0.166556, -0.0262355, 0.1,0.0130914, 0.0202298
0.46084,0.0717594, 0.455862, 0.0698452, 0.664734, 0.199595, 0.726504, -0.059571, 0.223026, 0.197777, 0.170258, -0.0573579, 0.689796, 0.171709, 0.701338, -0.0849347, 0.232474, 0.225257, 0.166018, -0.0230555, 0.5,0.265437, 0.201271
0.536734,0.0711157, 0.564781, 0.0596095, 0.849683, 0.199003, 0.693982, -0.0583114, 0.191674, 0.198045, 0.351275, -0.0547244, 0.909668, 0.148481, 0.707195, -0.0877021, 0.237931, 0.223165, 0.388802, -0.0494701, 0.5,0.507507, 0.52385
0.71066,0.061625, 0.692139, 0.0531003, 0.853403, 0.19401, 1.04973, -0.0669474, 0.555559, 0.188001, 0.358846, -0.0713111, 0.877917, 0.160326, 1.04797, -0.120787, 0.578674, 0.192352, 0.350376, -0.0368024, 0.6,0.628185, 0.59639
0.883175,0.0457145, 0.891651, 0.0410871, 1.23922, 0.175178, 1.01298, -0.0842595, 0.51661, 0.179563, 0.739495, -0.0855575, 1.27079, 0.126955, 0.998878, -0.105571, 0.530534, 0.209077, 0.749482, -0.0802532, 0.7,0.713067, 0.675118
1.12431,0.0213881, 1.08467, 0.0218667, 1.24455, 0.155345, 1.45618, -0.122384, 0.959825, 0.144775, 0.746643, -0.109495, 1.29626, 0.126031, 1.45584, -0.150661, 0.995151, 0.172, 0.766197, -0.0675528, 0.5,0.63133, 0.677028
1.27776,0.00622759, 1.26659, 0.00412034, 1.58809, 0.134229, 1.46932, -0.130687, 0.97228, 0.131338, 1.08539, -0.12596, 1.6599, 0.0960861, 1.46667, -0.151415, 1.00541, 0.160227, 1.1349, -0.108913, 0.5,0.349504, 0.512895
1.3525,0.00960932, 1.374, -0.00595258, 1.58944, 0.13588, 1.62437, -0.118631, 1.12203, 0.13384, 1.09026, -0.1236, 1.61368, 0.0964005, 1.67325, -0.175585, 1.21368, 0.147553, 1.08254, -0.0932358, 0.7,0.171364, 0.473775
1.40073,0.00216087, 1.53854, -0.0267758, 1.67323, 0.125398, 1.62041, -0.128623, 1.11767, 0.131959, 1.16866, -0.12815, 1.91364, 0.0584382, 1.67325, -0.175585, 1.21368, 0.147553, 1.3825, -0.131198, 0.6,0.200808, 0.672104
1.48206,-0.00914953, 1.49023, -0.00949954, 1.65573, 0.118726, 1.78188, -0.141047, 1.28644, 0.113973, 1.15579, -0.141082, 1.69534, 0.0921312, 1.7846, -0.177929, 1.31941, 0.145213, 1.16345, -0.0979227, 0.5,0.447913, 0.514209
1.64592,-0.018222, 1.62305, -0.0277336, 1.97856, 0.114178, 1.7972, -0.150408, 1.29773, 0.107407, 1.47951, -0.14418, 1.99558, 0.0563185, 1.77573, -0.175808, 1.31383, 0.142463, 1.46604, -0.135802, 0.5,0.590977, 0.556417
1.78937,-0.0299499, 1.80398, -0.0405246, 1.96636, 0.106162, 2.11419, -0.163238, 1.61323, 0.0935165, 1.47386, -0.160553, 2.00171, 0.0672871, 2.12668, -0.220025, 1.66816, 0.104811, 1.4706, -0.121206, 0.3,0.520856, 0.498158
1.89665,-0.0488552, 1.90294, -0.0460257, 2.19892, 0.0678707, 2.08275, -0.183643, 1.58222, 0.0820079, 1.70284, -0.18966, 2.27043, 0.0384785, 2.10245, -0.209894, 1.64052, 0.115729, 1.74527, -0.156691, 0.7,0.420639, 0.433607
2.03235,-0.0698371, 2.03226, -0.0677887, 2.18373, 0.0513952, 2.36891, -0.212128, 1.87652, 0.0433863, 1.69014, -0.206709, 2.24744, 0.0254001, 2.36027, -0.242631, 1.90214, 0.0921069, 1.71788, -0.153969, 0.5,0.648914, 0.585998
2.22309,-0.0865489, 2.21217, -0.0950325, 2.56805, 0.0401193, 2.3805, -0.22677, 1.87422, 0.039048, 2.07279, -0.216595, 2.62882, -0.019933, 2.36741, -0.247379, 1.90967, 0.0756494, 2.10377, -0.20685, 0.5,0.593001, 0.589213
2.37573,-0.0910555, 2.37409, -0.108138, 2.56281, 0.0403992, 2.69864, -0.215991, 2.19678, 0.0342955, 2.0745, -0.22876, 2.56662, -0.00203515, 2.71575, -0.293011, 2.25252, 0.0421658, 2.03139, -0.189086, 0.5,0.482291, 0.511881
2.52027,-0.102889, 2.51702, -0.111854, 2.84508, 0.0290882, 2.69586, -0.241196, 2.19335, 0.0213949, 2.34787, -0.235098, 2.86612, -0.0352298, 2.68121, -0.267987, 2.22296, 0.0599001, 2.34218, -0.227167, 0.5,0.499431, 0.478459
2.65878,-0.11094, 2.6574, -0.123693, 2.83678, 0.0184117, 2.98172, -0.245737, 2.47727, 0.0171698, 2.34239, -0.246364, 2.85715, -0.0232716, 2.98808, -0.313089, 2.53124, 0.0222933, 2.32154, -0.206738, 0.5,0.516795, 0.511764
2.80228,-0.123599, 2.7996, -0.132296, 3.12249, 0.00527199, 2.97782, -0.261874, 2.47099, 0.00460147, 2.62713, -0.253861, 3.16945, -0.0581581, 2.96972, -0.289883, 2.50949, 0.0383296, 2.64088, -0.246931, 0.5,0.500876, 0.515033
2.93151,-0.134789, 2.93416, -0.143728, 3.10803, -0.00370343, 3.25198, -0.274583, 2.75693, -0.010302, 2.6175, -0.269035, 3.13853, -0.0455301, 3.25072, -0.331644, 2.7898, 0.00792009, 2.60517, -0.227906, 0.4,0.478405, 0.474121
